District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
039,03996721,SelfDesign Learning Community (DL),Kitsilano PO Box 74569,Vancouver                     ,BC             ,V6K 4P4,Ms,Nikki,Kenyon,Distributed Learning Programs           ,"K-12, EU, GA",Independent School,1,no,no,no,no,no,no,no,877 353-3374,888 876-1940,info@selfdesign.org                                                                                 ,1903,September 30 2018,0,3,218,0,1165,0,0,0,0,0,0,0,144,157,138,116,179
061,06196347,Selkirk Montessori School,2970 Jutland Rd,Victoria                      ,BC             ,V8T 5K2,Mrs,Erin,Hayes,Standard School                         ,K-8,Independent School,1,no,no,no,no,no,no,no,250 384-3414,250 384-3420,erin@selkirkmontessori.ca                                                                           ,245,September 30 2018,12,19,0,0,0,32,30,29,32,29,23,19,20,0,0,0,0
006,00603008,Selkirk Secondary School,405 Halpin St,Kimberley                     ,BC             ,V1A 2H1,Mr,Clint,Dolgopol,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,250 427-4827,250 342-6966,clint.dolgopol@sd6.bc.ca                                                                            ,454,September 30 2018,0,0,0,32,0,0,0,0,0,0,0,0,94,106,75,79,68
036,03636049,Semiahmoo Secondary,1785 148 St,Surrey                        ,BC             ,V4A 4M5,Mrs,Claudine,Bunyan,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 536-2131,604 536-4970,semiahmoo@surreyschools.ca,1679,September 30 2018,0,0,1,0,0,0,0,0,0,0,0,0,334,297,313,382,353
036,03636161,Semiahmoo Trail Elementary,3040 145A St,Surrey                        ,BC             ,V4P 1P8,Mr,Paul,Marsden,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 531-6063,604 531-7438,semiahmootrail@surreyschools.ca,381,September 30 2018,0,48,0,0,0,46,35,50,46,55,39,62,0,0,0,0,0
075,07596034,Seminary of Christ the King,PO Box 3310 STN Main,Mission                       ,BC             ,V2V 4J5,Rev,Peter,Nygren,Standard School                         ,8-12,Independent School,1,no,no,no,no,no,no,no,604 826-8975,604 826-8725,frpeterosb@gmail.com                                                                                ,34,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,4,9
053,05397491,Sen Pok Chin,1155 SenPokChin Blvd,Oliver                        ,BC             ,V0H 1T8,Ms,Valerie,Allen,Standard School                         ,K-7,Independent School,2,no,no,no,no,no,no,no,250 498-2019,250 498-3096,principal@senpokchin.com                                                                            ,94,September 30 2018,0,31,0,0,0,9,12,7,7,11,8,9,0,0,0,0,0
036,03636060,Senator Reid Elementary,9341 126 St,Surrey                        ,BC             ,V3V 5C4,Mr,Brad,Helland,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 584-7441,604 583-5159,senatorreid@surreyschools.ca,372,September 30 2018,0,42,0,0,0,48,51,35,39,47,55,55,0,0,0,0,0
036,03625414,Senator Reid StrongStart Centre,9341 126 St,Surrey                        ,BC             ,V3V 5C4,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,senatorreid@surreyschools.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,02397006,Sensisyusten House of Learning,1920 Quail Lane,Westbank                      ,BC             ,V4T 2H3,Mr,,,Standard School                         ,K-6,Independent School,2,no,no,no,no,no,no,no,250 768-2802,250 768-5462,dclough@wfn.ca                                                                                      ,69,September 30 2018,0,13,0,0,0,10,13,8,8,10,7,0,0,0,0,0,0
045,04545010,Sentinel Secondary,1250 Chartwell Dr,West Vancouver                ,BC             ,V7S 2R2,Mr,Michael,Finch,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,604 981-1130,604 981-1131,mfinch@wvschools.ca                                                                                 ,1396,September 30 2018,0,0,0,35,0,0,0,0,0,0,0,0,254,251,295,268,293
008,00899298,Sequoia Centre,PO Box 99,South Slocan                  ,BC             ,V0G 2G0,Mr,Glen,Campbell,Alternate Programs                      ,"9-12, SU",Public School,,no,no,no,no,no,no,no,250 359-6873,250 359-7688,gcampbell@sd8.bc.ca                                                                                 ,15,September 30 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,6
036,03636143,Serpentine Heights Elementary,16126 93A Ave,Surrey                        ,BC             ,V4N 3A2,Ms,Caroline,Matthews,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 589-6322,604 583-7692,serpentineheights@surreyschools.ca,348,September 30 2018,0,47,0,0,0,37,32,43,45,48,49,47,0,0,0,0,0
044,04444047,Seycove Secondary Community,1204 Caledonia Ave,North Vancouver               ,BC             ,V7G 2A6,Mr,R,McLeod,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 903-3666,604 903-3667,seycove@sd44.ca                                                                                     ,536,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,95,92,101,135,113
044,04444019,Seymour Heights Elementary,2640 Carnation St,North Vancouver               ,BC             ,V7H 1H5,Ms,Ann,Copp,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,604 903-3760,604 903-3761,acopp@sd44.ca                                                                                       ,261,September 30 2018,0,29,0,0,0,20,34,33,30,41,36,38,0,0,0,0,0
044,04425269,Seymour Heights StrongStart Centre,2640 Carnation St,North Vancouver               ,BC             ,V7H 1H5,Ms,Ann,Copp,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 903-3760,604 903-3761,acopp@sd44.ca                                                                                       ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039,03996732,Shalhevet Girls High School,785 16th Ave W,Vancouver                     ,BC             ,V5Z 1S8,Mrs,Meira,Federgrun,Standard School                         ,8-12,Independent School,2,no,no,no,no,no,no,no,604 568-9250,,principal@shalhevet.ca                                                                              ,28,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,6,4
023,02323067,Shannon Lake Elementary,3044 Sandstone Dr,West Kelowna                  ,BC             ,V4T 1T2,Mr,C Barrie,MacLeod,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 870-5132,250 870-5073,barrie.macleod@sd23.bc.ca                                                                           ,361,September 30 2018,0,55,0,0,0,62,57,58,67,62,0,0,0,0,0,0,0
039,03939072,Shaughnessy Elementary,4250 Marguerite St,Vancouver                     ,BC             ,V6J 4G3,Ms,Janet,Souther,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 713-5500,604 713-5503,jsouther@vsb.bc.ca                                                                                  ,408,September 30 2018,0,50,0,0,0,65,48,43,42,51,69,40,0,0,0,0,0
079,07996006,Shawnigan Lake,1975 Renfrew Rd,Shawnigan Lake                ,BC             ,V0R 2W1,Mr,Richard,Lamont,Standard School                         ,8-12,Independent School,2,no,no,no,no,no,no,no,250 743-5516,250 743-6200,cmiranda@shawnigan.ca                                                                               ,505,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,39,90,127,119,130
049,04949007,Shearwater Elementary,Bag 130,Hagensborg                    ,BC             ,V0T 1H0,Ms,Cecilia,Walkus,Standard School                         ,3-7,Public School,,no,no,no,no,no,no,no,250 957-2232,250 957-2481,lwalkus@sd49.ca                                                                                     ,7,September 30 2018,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0
044,04444032,Sherwood Park Elementary,4085 Dollar Rd,North Vancouver               ,BC             ,V7G 1A5,Mr,Sanjeet,Johal,Standard School                         ,K-7,Public School,,no,no,no,no,no,yes,no,604 903-3810,604 903-3811,sherwoodpark@sd44.ca                                                                                ,427,September 30 2018,0,62,0,0,0,57,64,47,31,68,55,43,0,0,0,0,0
061,06161058,Shoreline Community Middle School,2750 Shoreline Dr,Victoria                      ,BC             ,V9B 1M6,Ms,Lisa,Fernyhough,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,250 386-8367,250 361-2630,lfernyhough@sd61.bc.ca                                                                              ,258,September 30 2018,0,0,0,0,0,0,0,0,0,0,73,96,89,0,0,0,0
035,03535042,Shortreed Community School,27330 28 Ave,Aldergrove                    ,BC             ,V4W 3K1,Mr,Chris,Wejr,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 856-4167,604 856-7523,cwejr@sd35.bc.ca                                                                                    ,311,September 30 2018,0,47,0,0,0,56,55,53,48,52,0,0,0,0,0,0,0
083,08383037,Shuswap Middle School,PO Box 1090 STN Main,Salmon Arm                    ,BC             ,V1E 4P2,Ms,Wendy,Woodhurst,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,250 832-6031,250 832-7114,wwoodhur@sd83.bc.ca                                                                                 ,659,September 30 2018,0,0,0,0,0,0,0,0,0,0,224,220,215,0,0,0,0
083,08396329,Shuswap SDA,3270 B 60th Ave NE,Salmon Arm                    ,BC             ,V1E 2A9,Mrs,Shellie,Shipowick,Standard School                         ,K-9,Independent School,1,no,no,no,no,no,no,no,250 804-0656,250 804-0640,shuswapsda@shaw.ca                                                                                  ,23,September 30 2018,2,0,0,0,0,2,4,2,2,3,2,3,2,1,0,0,0
063,06363014,Sidney Elementary,2281 Henry Ave,Sidney                        ,BC             ,V8L 2A8,Mrs,Jennifer,Batallas,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,no,no,250 656-3958,250 656-2826,sidney@saanichschools.ca                                                                            ,338,September 30 2018,0,65,0,0,0,51,53,63,49,57,0,0,0,0,0,0,0
063,06325065,Sidney StrongStart Centre,2281 Henry Ave,Sidney                        ,BC             ,V8L 2A8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 656-3958,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040,04099124,Sigma,835 Eighth St,New Westminster               ,BC             ,V3M 3S9,Ms,Pam,Craven,Alternate Programs                      ,11-12,Public School,,no,no,no,no,no,no,no,604 517-6365,604 517-6151,pcraven@sd40.bc.ca                                                                                  ,44,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19
048,04848024,Signal Hill Elementary,1410 Portage Rd,Pemberton                     ,BC             ,V0N 2L1,Ms,Roberta,Kubik,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 894-6378,604 894-5117,rkubik@sd48.bc.ca                                                                                   ,419,September 30 2018,0,58,2,0,0,46,63,48,47,63,51,43,0,0,0,0,0
048,04825148,Signal Hill StrongStart Centre,1410 Portage Rd,Pemberton                     ,BC             ,V0N 2L1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 894-6378,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,03696797,Sikh Academy,12895-85 Ave,Surrey                        ,BC             ,V3W 0K8,Mr,Baldeep,Hehar,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 599-3828,604 599-3824,admin@sikhacademy.ca                                                                                ,624,September 30 2018,0,74,0,0,0,87,88,85,90,74,72,54,0,0,0,0,0
078,07878012,Silver Creek Elementary,PO Box 670,Hope                          ,BC             ,V0X 1L0,Mr,Bruce,Becker,Standard School                         ,K-7,Public School,,yes,no,no,no,yes,yes,no,604 869-5212,604 869-5234,bruce.becker@sd78.bc.ca                                                                             ,148,September 30 2018,0,12,0,0,0,19,10,21,17,22,19,28,0,0,0,0,0
083,08383041,Silver Creek Elementary Secondary,935 Salmon River Rd,Salmon Arm                    ,BC             ,V1E 3G3,Ms,Kirsten,Mazur,Standard School                         ,K-8,Public School,,yes,no,no,no,yes,yes,no,250 832-8282,250 833-1167,scr@sd83.bc.ca                                                                                      ,80,September 30 2018,0,18,0,0,0,8,13,10,8,4,5,7,7,0,0,0,0
022,02222012,Silver Star Elementary,1401-35 Ave,Vernon                        ,BC             ,V1T 2R6,Ms,Jacqueline,Taylor,Standard School                         ,K-7,Public School,,no,no,no,no,yes,no,no,250 545-4409,250 545-7680,jahtaylor@sd22.bc.ca                                                                                ,448,September 30 2018,0,44,0,0,0,51,44,57,66,69,52,65,0,0,0,0,0
075,07575019,Silverdale Elementary,29715 Donatelli Ave,Mission                       ,BC             ,V4S 1H6,Mr,Rob,Clark,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,604 826-2526,604 826-3610,rob.clark@mpsd.ca                                                                                   ,96,September 30 2018,0,11,0,0,0,15,18,12,10,20,10,0,0,0,0,0,0
054,05454004,Silverthorne Elementary,PO Box 430,Houston                       ,BC             ,V0J 1Z0,Ms,Julie,Krall,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 845-2228,250 845-3553,jkrall@sd54.bc.ca                                                                                   ,161,September 30 2018,0,26,0,0,0,20,22,18,23,17,21,14,0,0,0,0,0
054,05425153,Silverthorne StrongStart,PO Box 430,Houston                       ,BC             ,V0J 1Z0,Ms,Julie,Krall,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 845-2228,250 845-3553,jkrall@sd54.bc.ca                                                                                   ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
053,05316004,Similkameen Elem-Secondary,PO Box 410,Keremeos                      ,BC             ,V0X 1N0,Ms,Naryn,Searcy,Standard School                         ,5-12,Public School,,no,no,no,no,no,no,no,250 499-2727,250 499-2411,nsearcy@sd53.bc.ca                                                                                  ,321,September 30 2018,0,0,0,0,0,0,0,0,0,36,38,42,42,32,41,45,45
