District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
47,4747000,Continuing Ed SD 47,5400 Marine Ave,Powell River                  ,BC             ,V8A 2L6,Mr,Bill,Rounis,Continuing Education                    ,11-12,Public School,,no,no,no,no,no,no,no,604 483-3171,604 483-3127,bill.rounis@sd47.bc.ca                                                                              ,95,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,5400 Marine Ave Powell River BC V8A 2L6,5400+Marine+Ave+Powell+River+BC+V8A+2L6,49.8627342,-124.5422579,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747010,Edgehill Elementary,7312 Abbotsford St,Powell River                  ,BC             ,V8A 2G5,Mr,Ian,Landy,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 485-6164,604 485-4693,ian.landy@sd47.bc.ca                                                                                ,214,September 30 2018,0,31,0,0,0,20,29,25,24,32,20,33,0,0,0,0,0,7312 Abbotsford St Powell River BC V8A 2G5,7312+Abbotsford+St+Powell+River+BC+V8A+2G5,49.8518966,-124.5074128,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747013,Henderson Elementary,5506 Willow Ave,Powell River                  ,BC             ,V8A 4P4,Ms,Jasmin,Marshman,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 483-9162,604 483-3272,jasmin.marshman@sd47.bc.ca,98,September 30 2018,0,10,0,0,0,15,19,11,11,10,9,13,0,0,0,0,0,5506 Willow Ave Powell River BC V8A 4P4,5506+Willow+Ave+Powell+River+BC+V8A+4P4,49.865194,-124.543409,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4725049,Henderson StrongStart Centre,5506 Willow Ave,Powell River                  ,BC             ,V8A 4P4,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 483-9162,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506 Willow Ave Powell River BC V8A 4P4,5506+Willow+Ave+Powell+River+BC+V8A+4P4,49.865194,-124.543409,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747001,James Thomson Elementary,6388 Sutherland Ave,Powell River                  ,BC             ,V8A 4W4,Ms,Lisa,Gunn,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 483-3191,604 483-3227,lisa.gunn@sd47.bc.ca                                                                                ,287,September 30 2018,0,35,0,0,0,33,45,32,37,37,30,38,0,0,0,0,0,6388 Sutherland Ave Powell River BC V8A 4W4,6388+Sutherland+Ave+Powell+River+BC+V8A+4W4,49.8893429,-124.5628269,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747015,Kelly Creek Community School,2341 Zilinsky Rd,Powell River                  ,BC             ,V8A 0N8,Mr,Jamie,Burt,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 487-9022,604 487-0808,jamie.burt@sd47.bc.ca                                                                               ,124,September 30 2018,0,20,0,0,0,12,20,16,10,16,11,19,0,0,0,0,0,2341 Zilinsky Rd Powell River BC V8A 0N8,2341+Zilinsky+Rd+Powell+River+BC+V8A+0N8,49.7789313,-124.3766742,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4725147,Kelly Creek StrongStart Centre,2341 Zilinsky Rd,Powell River                  ,BC             ,V8A 0N8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 487-9022,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341 Zilinsky Rd Powell River BC V8A 0N8,2341+Zilinsky+Rd+Powell+River+BC+V8A+0N8,49.7789313,-124.3766742,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4799161,Partners in Education Program (PIE),7105 Nootka Street,Powell River                  ,BC             ,V8A 5E3,Mr,Don,Fairbairn,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,604 414-2617,604 485-6435,don.fairbairn@sd47.bc.ca                                                                            ,368,September 30 2018,0,19,0,0,0,21,12,31,24,19,13,18,23,34,33,36,69,7105 Nootka Street Powell River BC V8A 5E3,7105+Nootka+Street+Powell+River+BC+V8A+5E3,49.822516,-124.515722,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4796622,Powell River Christian School,6960 Quesnel St,Powell River                  ,BC             ,V8A 1J2,Mr,Jamie,McGougan,Standard School                         ,K-9,Independent School,1.0,no,no,no,no,no,no,no,604 485-0006,604 485-0240,principal@powellriverchristian.com,55,September 30 2018,0,13,0,0,0,4,4,7,5,4,6,6,4,2,0,0,0,6960 Quesnel St Powell River BC V8A 1J2,6960+Quesnel+St+Powell+River+BC+V8A+1J2,49.812526,-124.521713,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4725385,SD 47 EL Database,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4351 Ontario Ave Powell River BC V8A 1V3,4351+Ontario+Ave+Powell+River+BC+V8A+1V3,49.834115,-124.515771,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4725197,SD 47 StrongStart BC Outreach Program #1,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 485-6271,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4351 Ontario Ave Powell River BC V8A 1V3,4351+Ontario+Ave+Powell+River+BC+V8A+1V3,49.834115,-124.515771,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4725050,SD 47 StrongStart BC Outreach Program #2,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 485-6271,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4351 Ontario Ave Powell River BC V8A 1V3,4351+Ontario+Ave+Powell+River+BC+V8A+1V3,49.834115,-124.515771,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747014,Texada Elementary,PO Box 40,Van Anda                      ,BC             ,V0N 3K0,Mrs,Rhonda,Gordon,Standard School                         ,1-7,Public School,,no,no,no,no,no,no,no,604 486-7616,604 486-7488,rhonda.gordon@sd47.bc.ca                                                                            ,20,September 30 2018,0,0,0,0,0,1,0,3,4,4,6,2,0,0,0,0,0,PO Box 40 Van Anda BC V0N 3K0,PO+Box+40+Van+Anda+BC+V0N+3K0,49.7603725,-124.5586431,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747022,Westview Elementary,3900 Selkirk Ave,Powell River                  ,BC             ,V8A 0T8,Ms,Shannon,Behan,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,604 485-5660,604 485-5084,Shannon.Behan@sd47.bc.ca                                                                            ,340,September 30 2018,0,40,0,0,0,30,39,45,52,36,44,54,0,0,0,0,0,3900 Selkirk Ave Powell River BC V8A 0T8,3900+Selkirk+Ave+Powell+River+BC+V8A+0T8,49.822122,-124.5183925,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747004,Westview Learning Centre,7105 Nookta St,Powell River                  ,BC             ,V8A 5E3,Mr,Bill,Rounis,Alternate Programs                      ,"8-12, GA",Public School,,no,no,no,no,no,no,no,604 485-5257,604 485-2968,bill.rounis@sd47.bc.ca                                                                              ,50,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,12,24,7105 Nookta St Powell River BC V8A 5E3,7105+Nookta+St+Powell+River+BC+V8A+5E3,49.822516,-124.515722,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
91,9155015,Babine Elem-Secondary,PO Box 250,Granisle                      ,BC             ,V0J 1W0,Mr,Dylan,Watt,Standard School                         ,K-12,Public School,,no,no,no,no,no,no,no,250 697-2222,250 697-6275,dwatt@sd91.bc.ca                                                                                    ,32,September 30 2018,0,3,0,0,0,4,2,3,1,1,2,0,3,4,2,3,4,PO Box 250 Granisle BC V0J 1W0,PO+Box+250+Granisle+BC+V0J+1W0,54.8859264,-126.2059163,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9191000,Continuing Ed SD 91,PO Bag 8000,Vanderhoof                    ,BC             ,V0J 3A0,Mr,Brian,Naka,Continuing Education                    ,"12, GA",Public School,,no,no,no,no,no,no,no,250 567-4413,250 567-3943,bnaka@sd91.bc.ca                                                                                    ,8,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,PO Bag 8000 Vanderhoof BC V0J 3A0,PO+Bag+8000+Vanderhoof+BC+V0J+3A0,54.01594799999999,-124.0111589,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9196532,Danskin Mennonite School,47932 Olson Rd,Burns Lake                    ,BC             ,V0J 1E4,Mr,Dan,Martin,Standard School                         ,No Enrolment Reported,Independent School,3.0,no,no,no,no,no,no,no,250 694-3777,250 694-3686,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47932 Olson Rd Burns Lake BC V0J 1E4,47932+Olson+Rd+Burns+Lake+BC+V0J+1E4,54.2334148,-125.763613,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9156015,David Hoy Elementary,PO Box 880,Fort St James                 ,BC             ,V0J 1P0,Mrs,Suzanne,Burck,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,250 996-8237,250 996-8729,sburck@sd91.bc.ca                                                                                   ,231,September 30 2018,0,19,0,0,0,30,25,28,34,24,34,37,0,0,0,0,0,PO Box 880 Fort St James BC V0J 1P0,PO+Box+880+Fort+St+James+BC+V0J+1P0,54.464698,-124.1723879,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9125186,David Hoy StrongStart Centre,PO Box 880,Fort St. James                ,BC             ,V0J 1P0,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 886-8237,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO Box 880 Fort St. James BC V0J 1P0,PO+Box+880+Fort+St.+James+BC+V0J+1P0,54.44388,-124.25744,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9191022,Decker Lake Elementary,6710 Decker Lake Frtg Rd,Burns Lake                    ,BC             ,V0J 1E1,Mr,Dylan,Watt,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 698-7301,250 698-7349,dwatt@sd91.bc.ca                                                                                    ,125,September 30 2018,0,9,0,0,0,11,19,15,21,18,18,14,0,0,0,0,0,6710 Decker Lake Frtg Rd Burns Lake BC V0J 1E1,6710+Decker+Lake+Frtg+Rd+Burns+Lake+BC+V0J+1E1,54.236,-125.7710488,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9196415,Decker Lake Mennonite School,310 Osatuik Rd,Burns Lake                    ,BC             ,V0J 1E2,Mr,Daniel,Burkholder,Standard School                         ,"1-10, SU",Independent School,3.0,no,no,no,no,no,no,no,250 692-0715,250 692-3775,                                                                                                    ,34,September 30 2018,0,0,0,1,0,3,3,2,2,4,6,0,6,2,5,0,0,310 Osatuik Rd Burns Lake BC V0J 1E2,310+Osatuik+Rd+Burns+Lake+BC+V0J+1E2,54.1939179,-125.7465747,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9199085,Ebus Academy,PO Bag 8000,Vanderhoof                    ,BC             ,V0J 3A0,Mr,Brian,Naka,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,250 567-4413,250 567-3943,bnaka@sd91.bc.ca                                                                                    ,2360,September 30 2018,0,20,1,0,0,24,18,30,31,42,33,37,58,67,274,348,1081,PO Bag 8000 Vanderhoof BC V0J 3A0,PO+Bag+8000+Vanderhoof+BC+V0J+3A0,54.01594799999999,-124.0111589,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9156013,Evelyn Dickson Elementary,PO Box 1970,Vanderhoof                    ,BC             ,V0J 3A0,Mr,Mark,Gauthier,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 567-2258,250 567-9392,mgauthier@sd91.bc.ca                                                                                ,246,September 30 2018,0,29,0,0,0,23,36,43,37,36,42,0,0,0,0,0,0,PO Box 1970 Vanderhoof BC V0J 3A0,PO+Box+1970+Vanderhoof+BC+V0J+3A0,54.01594799999999,-124.0111589,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9199187,Fort St James Alternate Secondary,PO Box 220,Fort St James                 ,BC             ,V0J 1P0,Mr,Craig,Houghton,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 996-7126,250 996-7708,choughton@sd91.bc.ca                                                                                ,14,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,PO Box 220 Fort St James BC V0J 1P0,PO+Box+220+Fort+St+James+BC+V0J+1P0,54.4701737,-124.1585682,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
91,9156007,Fort St James Secondary,PO Box 220,Fort St James                 ,BC             ,V0J 1P0,Mr,Craig,Houghton,Standard School                         ,8-12,Public School,,no,no,no,no,yes,yes,no,250 996-7126,250 996-7708,choughton@sd91.bc.ca                                                                                ,268,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,52,58,52,60,46,PO Box 220 Fort St James BC V0J 1P0,PO+Box+220+Fort+St+James+BC+V0J+1P0,54.4701737,-124.1585682,2018/19,91,Nechako Lakes,153 East Connaught St,Vanderhoof,BC,V0J3A0,250 567-2284,http://www.sd91.bc.ca                                                                               ,-124.0075833,54.01803356
